Asset,Strategy,FGI_Threshold,Leverage,Total_Return%,Monthly_Return%,Sharpe_Ratio,Max_Drawdown%,Win_Rate%,Total_Trades,Liquidations,Time_In_Market%
ETH,momentum,36,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,36,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,36,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,36,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,37,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,37,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,37,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,37,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,37,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,37,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,37,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,38,4,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,38,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,38,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,38,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,38,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,38,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,38,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,39,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,39,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,39,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,39,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,39,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,39,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,39,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,40,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,40,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,40,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,40,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,40,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,40,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,40,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,41,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,41,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,41,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,41,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,41,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,41,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,41,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,42,4,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,42,5,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,42,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,42,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,42,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,42,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,42,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,43,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,43,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,43,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,43,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,43,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,43,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,43,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,44,4,-99.0317,-8.2526,0.0000,99.7084,0.0000,2,2,55.2391
ETH,momentum,44,5,-99.0317,-8.2526,0.0000,99.7517,0.0000,2,2,47.9485
ETH,momentum,44,6,-99.0317,-8.2526,0.0000,99.7839,0.0000,2,2,47.8580
ETH,momentum,44,7,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,44,8,-99.0317,-8.2526,0.0000,99.8283,0.0000,2,2,45.0548
ETH,momentum,44,9,-99.0317,-8.2526,0.0000,99.8443,0.0000,2,2,45.0096
ETH,momentum,44,10,-99.0317,-8.2526,0.0000,99.8576,0.0000,2,2,44.9305
ETH,momentum,46,8,-99.0317,-8.2526,0.0000,99.8086,0.0000,2,2,46.0608
ETH,momentum,48,9,-99.0468,-8.2539,16.2964,99.6507,18.7500,32,2,34.5428
ETH,momentum,47,6,-99.1393,-8.2616,18.0786,99.7442,7.1429,14,2,44.3992
ETH,momentum,48,10,-99.1904,-8.2659,16.3091,99.6829,18.7500,32,2,34.5428
ETH,momentum,46,7,-99.1996,-8.2666,21.6472,99.6526,8.3333,12,2,37.0973
ETH,momentum,45,4,-99.2772,-8.2731,0.0000,99.7266,0.0000,4,2,55.0695
ETH,momentum,46,9,-99.3129,-8.2761,21.6568,99.6784,8.3333,12,2,37.0973
ETH,momentum,45,5,-99.3384,-8.2782,0.0000,99.7682,0.0000,4,2,53.0801
ETH,momentum,45,6,-99.3995,-8.2833,0.0000,99.7988,0.0000,4,2,47.6772
ETH,momentum,48,7,-99.4161,-8.2847,9.7235,99.7958,17.6471,34,2,34.7915
ETH,momentum,46,10,-99.4288,-8.2857,21.6644,99.7027,8.3333,12,2,37.0973
ETH,momentum,46,6,-99.4600,-8.2883,9.1257,99.8747,7.1429,14,2,44.2071
ETH,momentum,45,8,-99.4607,-8.2884,0.0000,99.8223,0.0000,4,2,47.4511
ETH,momentum,46,5,-99.5182,-8.2932,4.7091,99.8029,7.1429,14,2,45.6539
ETH,momentum,45,7,-99.5219,-8.2935,0.0000,99.8408,0.0000,4,2,45.8574
ETH,momentum,48,8,-99.5491,-8.2958,9.7438,99.8407,17.6471,34,2,34.7915
ETH,momentum,45,9,-99.5830,-8.2986,0.0000,99.8559,0.0000,4,2,44.8061
ETH,momentum,45,10,-99.6442,-8.3037,0.0000,99.8683,0.0000,4,2,44.8061
ETH,momentum,46,4,-99.7220,-8.3102,-10.4903,99.8815,5.0000,20,2,52.6958
ETH,momentum,47,7,-99.8548,-8.3212,31.0607,99.9504,7.6923,13,3,42.4438
ETH,momentum,47,8,-99.8603,-8.3217,31.0726,99.9521,7.6923,13,3,42.3533
ETH,momentum,47,9,-99.8681,-8.3223,31.0818,99.9537,7.6923,13,3,42.1160
ETH,momentum,47,10,-99.8781,-8.3232,31.0893,99.9551,7.6923,13,3,42.0595
